drug_code,drug_name,insurance_status,insurance_status_normalized,hospital_status,hospital_status_normalized,document_office_status,document_office_status_normalized,file_required_status,file_required_normalized,max_prescription,hard_to_treat_status,hard_to_treat_normalized,barcode_required_status,barcode_required_normalized,electronic_prescription_only_status,electronic_prescription_only_normalized,price_without_subsidy,organization_share_percent_without_subsidy,government_subsidy,accepted_total_price,related_specialties_button,unrelated_specialties_button,source_page
01211,THEOPHYLLINE / GUAIFENESIN 50 mg/30 mg/5mL 120 mL SOLUTION ORAL SYRUP,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,خير,False,نيست,False,694800,70.0,155200,850000,True,True,1
01277,VASOPRESSIN 20 [iU]/1mL 1 mL INJECTION PARENTERAL INJECTION,است,covered,است,True,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,362120,70.0,47880,410000,True,True,1
01279,VERAPAMIL HYDROCHLORIDE 40 mg TABLET ORAL 40MG TABLET,است,covered,نيست,False,خير,False,خير,False,300,نيست,False,خير,False,نيست,False,19437,70.0,1563,21000,True,True,1
01280,VERAPAMIL HYDROCHLORIDE 2.5 mg/1mL 2 mL INJECTION PARENTERAL 5MG/2ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,خير,False,نيست,False,1641500,70.0,248500,1890000,True,True,1
66663,VIBRIL ROLL,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,10500,70.0,0,10500,True,True,1
01282,VIGABATRIN 500 mg TABLET ORAL 500MG TABLET,صرفا مشمول يارانه دولت,government_subsidy_only,نيست,False,خير,False,خير,False,100,نيست,False,بله,True,نيست,False,151470,0.0,178530,330000,True,True,1
01283,"VINBLASTINE SULFATE 10 mg INJECTION, POWDER, FOR SOLUTION PARENTERAL 10MG INJECTION",است,covered,نيست,False,خير,False,بله,True,طبق پرونده,است,True,بله,True,است,True,1017670,90.0,2372330,3390000,True,True,1
01284,"VINCRISTINE SULFATE 1 mg INJECTION, POWDER, FOR SOLUTION PARENTERAL 1MG INJECTION",است,covered,نيست,False,خير,False,بله,True,طبق پرونده,است,True,بله,True,است,True,270000,90.0,0,270000,True,True,1
02194,VINCRISTINE SULFATE 1 mg/1mL 1 mL INJECTION PARENTERAL 1MG/ML INJECTION,است,covered,نيست,False,خير,False,بله,True,طبق پرونده,است,True,بله,True,است,True,1396585,70.0,1503415,2900000,True,True,1
01372,"VITAMIN A 25000 [iU] CAPSULE, LIQUID FILLED ORAL CAPSULE",است,covered,نيست,False,خير,False,خير,False,60,نيست,False,خير,False,نيست,False,17821,70.0,13179,31000,True,True,1
01287,"VITAMIN A 25000 [iU] TABLET, CHEWABLE ORAL TABLET",است,covered,نيست,False,خير,False,خير,False,60,نيست,False,خير,False,نيست,False,14500,70.0,0,14500,True,True,2
01371,"VITAMIN A 50000 [iU] CAPSULE, LIQUID FILLED ORAL CAPSULE",است,covered,نيست,False,خير,False,خير,False,100,نيست,False,خير,False,نيست,False,15820,70.0,1180,17000,True,True,2
01289,VITAMIN A 50000 [iU] TABLET ORAL TABLET,است,covered,نيست,False,خير,False,خير,False,100,نيست,False,خير,False,نيست,False,15500,70.0,0,15500,True,True,2
01892,TERAZOSIN 2 mg TABLET ORAL 2MG TABLET,است,covered,نيست,False,خير,False,خير,False,100,نيست,False,خير,False,است,True,22822,70.0,678,23500,True,True,2
01893,TERAZOSIN 5 mg TABLET ORAL 5MG TABLET,است,covered,نيست,False,خير,False,خير,False,100,نيست,False,خير,False,است,True,26800,70.0,1700,28500,True,True,2
01196,TERBINAFINE HYDROCHLORIDE 1% 15 g CREAM TOPICAL 15G CREAM,است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,445700,70.0,35300,481000,True,True,2
01197,TERBINAFINE HYDROCHLORIDE 250 mg TABLET ORAL 250MG TABLET,است,covered,نيست,False,خير,False,خير,False,50,نيست,False,خير,False,نيست,False,13350,70.0,29400,42750,True,True,2
01198,TERBUTALINE SULFATE 5 mg TABLET ORAL 5MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,470,70.0,0,470,True,True,2
01201,TESTOSTERONE ENANTHATE 100 mg/1mL INJECTION PARENTERAL INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,573175,70.0,26825,600000,True,True,2
01202,TETANUS IMMUNE GLOBULIN 250 [iU]/1mL INJECTION PARENTERAL INJECTION,است,covered,نيست,False,خير,False,خير,False,1,نيست,False,بله,True,است,True,4178000,70.0,4022000,8200000,True,True,2
01203,TETRABENAZINE 25 mg TABLET ORAL 25MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,77782,70.0,112218,190000,True,True,3
01204,"TETRACAINE HYDROCHLORIDE 0.5% 10 mL SOLUTION, DROPS OPHTHALMIC 5ML DROPS",است,covered,است,True,خير,False,خير,False,5,نيست,False,بله,True,نيست,False,619300,70.0,30700,650000,True,True,3
01205,"TETRACOSACTIDE ACETATE 1 mg/1mL INJECTION, SUSPENSION PARENTERAL 1MG/ML INJECTION",است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,290000,70.0,1510000,1800000,True,True,3
01206,TETRACYCLINE HYDROCHLORIDE 1% 3 g OINTMENT OPHTHALMIC OINTMENT,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,خير,False,نيست,False,336300,70.0,63700,400000,True,True,3
01207,TETRACYCLINE HYDROCHLORIDE 250 mg CAPSULE ORAL 250MG CAPSULE,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,36600,70.0,13400,50000,True,True,3
01208,TETRACYCLINE HYDROCHLORIDE 3% 15 g OINTMENT TOPICAL OINTMENT,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,خير,False,نيست,False,488900,70.0,61100,550000,True,True,3
66664,THALASSEMIA INSTRUMENT(جهت افراد زير 15 سال) SET,است,covered,نيست,False,خير,False,خير,False,1,نيست,False,خير,False,نيست,False,14999776,70.0,0,14999776,True,True,3
02403,"THEOPHYLLINE 100 mg TABLET, EXTENDED RELEASE ORAL 100MG TABLET",است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,14500,70.0,0,14500,True,True,3
02203,"THEOPHYLLINE 200 mg CAPSULE, COATED, EXTENDED RELEASE ORAL 200MG CAPSULE",است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,14826,70.0,1674,16500,True,True,3
01183,SULFADIAZINE 500 mg TABLET ORAL TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,131900,70.0,25100,157000,True,True,3
02397,"PHOSPHATE SODIUM 500 mg TABLET, EFFERVESCENT ORAL TABLET",است,covered,نيست,False,خير,False,خير,False,200,نيست,False,بله,True,نيست,False,69337,70.0,108663,178000,True,True,4
01006,"PILOCARPINE HYDROCHLORIDE 1% 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,620685,70.0,189315,810000,True,True,4
01007,"PILOCARPINE HYDROCHLORIDE 2% 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,875746,70.0,384254,1260000,True,True,4
01008,"PILOCARPINE HYDROCHLORIDE 4% 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,1236645,70.0,713355,1950000,True,True,4
01009,PIMOZIDE 4 mg TABLET ORAL 4MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,19449,70.0,140551,160000,True,True,4
02081,"PIPERACILLIN (AS SODIUM) / TAZOBACTAM (AS SODIUM) 2 g/0.25 g INJECTION, POWDER, FOR SOLUTION PARENTERAL INJECTION",است,covered,است,True,خير,False,خير,False,20,است,True,بله,True,است,True,389283,70.0,30717,420000,True,True,4
01012,PIPERAZINE 750 mg/5 mL 100 mL SYRUP ORAL SYRUP,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,بله,True,نيست,False,40000,70.0,0,40000,True,True,4
01015,PIRACETAM 33.33% 120 mL LIQUID ORAL 0.333G/ML SOLUTION,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,بله,True,نيست,False,1149773,70.0,550227,1700000,True,True,4
01014,PIRACETAM 800 mg TABLET ORAL 800MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,23296,70.0,12704,36000,True,True,4
01016,PIROXICAM 0.5 g/100g 60 g GEL TOPICAL GEL,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,خير,False,نيست,False,847700,70.0,302300,1150000,True,True,4
01017,PIROXICAM 10 mg CAPSULE ORAL 10MG CAPSULE,است,covered,نيست,False,خير,False,خير,False,60,نيست,False,خير,False,نيست,False,21327,70.0,673,22000,True,True,5
02094,PIROXICAM 20 mg SUPPOSITORY RECTAL 20MG SUSPENTION,است,covered,نيست,False,خير,False,خير,False,20,نيست,False,خير,False,نيست,False,52329,70.0,971,53300,True,True,5
01354,PETHIDINE HYDROCHLORIDE 50 mg/1mL 1 mL INJECTION PARENTERAL INJECTION,است,covered,نيست,False,خير,False,خير,False,30,نيست,False,بله,True,نيست,False,676000,70.0,24000,700000,True,True,5
01355,PETHIDINE HYDROCHLORIDE 50 mg/1mL 2 mL INJECTION PARENTERAL 2ML INJECTION,است,covered,نيست,False,خير,False,خير,False,30,نيست,False,بله,True,نيست,False,719000,70.0,31000,750000,True,True,5
00976,PHENAZOPYRIDINE HYDROCHLORIDE 100 mg TABLET ORAL 100MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,بله,True,نيست,False,15800,70.0,28200,44000,True,True,5
00979,PHENOBARBITAL 100 mg TABLET ORAL 100MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,25414,70.0,2586,28000,True,True,5
00980,PHENOBARBITAL 15 mg TABLET ORAL 15MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,18116,70.0,384,18500,True,True,5
00982,PHENOBARBITAL 60 mg TABLET ORAL 60MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,18930,70.0,4070,23000,True,True,5
02291,"PHENOL GLYCERIN 6.4 g/93.6 g 10 mL SOLUTION, DROPS AURICULAR (OTIC) DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,بله,True,نيست,False,300000,70.0,0,300000,True,True,5
00984,PHENOXYBENZAMINE 10 mg CAPSULE ORAL 10MG CAPSULE,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,بله,True,نيست,False,88000,70.0,161000,249000,True,True,5
00986,PHENTOLAMINE MESYLATE 10 mg/1mL 1 mL INJECTION PARENTERAL 10MG/ML INJECTION,است,covered,است,True,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,540000,70.0,0,540000,True,True,6
00991,"PHENYLEPHRINE HYDROCHLORIDE 5% 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,710600,70.0,23400,734000,True,True,6
00988,"PHENYLEPHRINE HYDROCHLORIDE 0.25% 10 mL SOLUTION, DROPS NASAL 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,271100,70.0,53900,325000,True,True,6
00989,"PHENYLEPHRINE HYDROCHLORIDE 0.5% 10 mL SOLUTION, DROPS NASAL 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,245300,70.0,54700,300000,True,True,6
01635,PHENYLEPHRINE HYDROCHLORIDE 10 mg/1mL 1 mL INJECTION PARENTERAL 10MG/ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,600000,70.0,0,600000,True,True,6
00992,"PHENYLEPHRINE / ZINC 0.12 %/0.25 % 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,434691,70.0,12309,447000,True,True,6
00996,PHENYTOIN / PHENOBARBITAL 100 mg/50 mg TABLET ORAL TABLET,است,covered,نيست,False,خير,False,خير,False,400,نيست,False,خير,False,نيست,False,22000,70.0,10000,32000,True,True,6
00997,PHENYTOIN SODIUM 1% 30 g CREAM TOPICAL CREAM,است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,701831,70.0,18169,720000,True,True,6
00993,PHENYTOIN SODIUM 100 mg CAPSULE ORAL 100MG CAPSULE,است,covered,نيست,False,خير,False,خير,False,400,نيست,False,خير,False,نيست,False,20912,70.0,9088,30000,True,True,6
00995,PHENYTOIN SODIUM 50 mg/1mL 5 mL INJECTION PARENTERAL 250MG/5ML INJECTION,است,covered,است,True,خير,False,خير,False,10,نيست,False,خير,False,نيست,False,668700,70.0,31300,700000,True,True,6
00963,"PENICILLIN V BENZATHINE 400000 [iU]/5mL 100 mL POWDER, FOR SUSPENSION ORAL SUSPENTION",است,covered,نيست,False,خير,False,خير,False,3,نيست,False,خير,False,نيست,False,62300,70.0,0,62300,True,True,7
00966,PENICILLIN V (AS POTASSIUM) 500 mg TABLET ORAL TABLET,است,covered,نيست,False,خير,False,خير,False,60,نيست,False,خير,False,نيست,False,33750,70.0,9150,42900,True,True,7
02004,SUMATRIPTAN (AS SUCCINATE) 50 mg TABLET ORAL 50MG TABLET,صرفا مشمول يارانه دولت,government_subsidy_only,نيست,False,خير,False,خير,False,20,نيست,False,خير,False,نيست,False,71013,0.0,18987,90000,True,True,7
02083,TACROLIMUS 1 mg CAPSULE ORAL 1MG CAPSULE,است,covered,نيست,False,خير,False,بله,True,طبق پرونده,است,True,بله,True,است,True,308902,100.0,47098,356000,True,True,7
02084,TACROLIMUS 5 mg CAPSULE ORAL 5MG TABLET,است,covered,نيست,False,خير,False,بله,True,طبق پرونده,است,True,بله,True,است,True,20000,90.0,0,20000,True,True,7
02087,"TACROLIMUS 5 mg/1mL INJECTION, SOLUTION, CONCENTRATE PARENTERAL 5MG/ML INFUSION",است,covered,است,True,خير,False,بله,True,طبق پرونده,است,True,بله,True,است,True,3564000,90.0,17436000,21000000,True,True,7
01193,TAMOXIFEN 10 mg TABLET ORAL 10MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,است,True,خير,False,است,True,22844,70.0,42156,65000,True,True,7
02465,TAMOXIFEN 20 mg TABLET ORAL 20MG TABLET,است,covered,نيست,False,خير,False,خير,False,100,است,True,خير,False,است,True,10000,70.0,20000,30000,True,True,7
01923,"TAMSULOSIN HYDROCHLORIDE 0.4 mg CAPSULE, EXTENDED RELEASE ORAL 0.4MG CAPSULE",صرفا مشمول يارانه دولت,government_subsidy_only,نيست,False,خير,False,خير,False,100,نيست,False,خير,False,نيست,False,35807,0.0,10193,46000,True,True,7
01166,"SPECTINOMYCIN 2 g INJECTION, POWDER, FOR SOLUTION PARENTERAL 2G INJECTION",است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,144750,70.0,580250,725000,True,True,7
01168,SPIRAMYCIN 500 mg TABLET ORAL 500MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,بله,True,نيست,False,25000,70.0,142000,167000,True,True,8
02099,SPIRONOLACTONE 100 mg TABLET ORAL 100MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,54039,70.0,28961,83000,True,True,8
01169,SPIRONOLACTONE 25 mg TABLET ORAL 25MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,26490,70.0,13510,40000,True,True,8
01172,"STREPTOKINASE 750000 [iU] INJECTION, POWDER, FOR SOLUTION PARENTERAL INJECTION",است,covered,است,True,خير,False,خير,False,5,نيست,False,بله,True,نيست,False,670000,70.0,0,670000,True,True,8
01173,"STREPTOMYCIN (AS SULFATE) 1 g INJECTION, POWDER, FOR SOLUTION PARENTERAL 1G INJECTION",است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,95200,70.0,423800,519000,True,True,8
01174,"STREPTOZOCIN 1 g INJECTION, POWDER, FOR SOLUTION PARENTERAL 1G INJECTION",است,covered,نيست,False,خير,False,بله,True,طبق پرونده,نيست,False,بله,True,است,True,26000000,70.0,0,26000000,True,True,8
02400,SUCCIMER 100 mg CAPSULE ORAL 100MG CAPSULE,است,covered,است,True,خير,False,بله,True,طبق پرونده,نيست,False,بله,True,است,True,268000,70.0,0,268000,True,True,8
02401,SUCCINYLCHOLINE CHLORIDE 20 mg/1mL INJECTION PARENTERAL 20MG/ML INJECTION,است,covered,است,True,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,45600,70.0,0,45600,True,True,8
01179,SUCRALFATE 500 mg TABLET ORAL 500MG TABLET,است,covered,نيست,False,خير,False,خير,False,300,نيست,False,خير,False,نيست,False,22750,70.0,4250,27000,True,True,8
01366,SUFENTANIL (AS CITRATE) 5 ug/1mL 10 mL INJECTION PARENTERAL 50MCG/10ML INJECTION,است,covered,است,True,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,850000,70.0,0,850000,True,True,8
01180,"SULFACETAMIDE SODIUM 10% 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,583060,70.0,16940,600000,True,True,9
01181,"SULFACETAMIDE SODIUM 20% 10 mL SOLUTION, DROPS OPHTHALMIC 10ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,626053,70.0,23947,650000,True,True,9
01182,SULFASALAZINE 500 mg TABLET ORAL 500MG TABLET,است,covered,نيست,False,خير,False,خير,False,400,است,True,خير,False,نيست,False,26650,70.0,73350,100000,True,True,9
01154,FLUORIDE SODIUM 20 mg TABLET ORAL 20MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,14500,70.0,0,14500,True,True,9
01679,SODIUM NITRITE 30 mg/1mL INJECTION PARENTERAL 30MG/ML INJECTION,است,covered,است,True,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,7600000,70.0,0,7600000,True,True,9
01156,"SODIUM POLYSTYRENE SULFONATE 454 g POWDER, FOR SUSPENSION ORAL SUSPENTION",است,covered,نيست,False,خير,False,خير,False,2,نيست,False,بله,True,است,True,5782001,70.0,979999,6762000,True,True,9
01136,SODIUM TETRADECYL SULFATE 1% 2 mL INJECTION PARENTERAL 2ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,است,True,3086000,70.0,1634000,4720000,True,True,9
01137,SODIUM TETRADECYL SULFATE 3% 2 mL INJECTION PARENTERAL 2ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,است,True,131000,70.0,700000,831000,True,True,9
01158,SODIUM THIOSULFATE (HYPOSULFITE) 2.5/10ML AMP 10ML INJECTION,است,covered,است,True,خير,False,بله,True,طبق پرونده,نيست,False,خير,False,است,True,20300000,70.0,20000000,40300000,True,True,9
01160,"SOMATOSTATIN 0.25 mg INJECTION, POWDER, FOR SOLUTION PARENTERAL 0.25MG/2ML INJECTION",است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,646000,70.0,0,646000,True,True,9
01161,"SOMATROPIN 4 [iU] INJECTION, POWDER, FOR SOLUTION PARENTERAL 4U INJECTION",است,covered,نيست,False,خير,False,بله,True,طبق پرونده,نيست,False,بله,True,است,True,2359930,70.0,840070,3200000,True,True,10
01162,SORBITOL 5 g POWDER ORAL 5G POWDER,است,covered,نيست,False,خير,False,خير,False,40,نيست,False,خير,False,نيست,False,50841,70.0,4159,55000,True,True,10
01163,SOTALOL HYDROCHLORIDE 40 mg TABLET ORAL 40MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,900,70.0,0,900,True,True,10
01164,SOTALOL HYDROCHLORIDE 80 mg TABLET ORAL 80MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,19423,70.0,49577,69000,True,True,10
01303,"VITAMIN D3 50000 [iU] CAPSULE, LIQUID FILLED ORAL PEARL",است,covered,نيست,False,خير,False,خير,False,20,نيست,False,خير,False,نيست,False,19180,70.0,27820,47000,True,True,10
01003,VITAMIN K1 (PHYTOMENADIONE) 10 mg/1mL 1 mL INJECTION PARENTERAL 10MG/ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,740050,70.0,9950,750000,True,True,10
01004,VITAMIN K1 (PHYTOMENADIONE) 2 mg/1mL 0.5 mL INJECTION PARENTERAL 1MG/0.5ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,بله,True,نيست,False,695222,70.0,4778,700000,True,True,10
01005,VITAMIN K1 (PHYTOMENADIONE) 10 mg TABLET ORAL 10MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,13105,70.0,1895,15000,True,True,10
01309,WARFARIN SODIUM 5 mg TABLET ORAL 5MG TABLET,است,covered,نيست,False,خير,False,خير,False,60,نيست,False,بله,True,نيست,False,127770,70.0,8230,136000,True,True,10
01311,WATER 5 mL INJECTION PARENTERAL 5ML INJECTION,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,150000,100.0,0,150000,True,True,10
01290,VITAMIN A+D ORAL DROP DROPS,است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,37500,70.0,0,37500,True,True,11
01292,VITAMIN B1 (THIAMINE) 100 mg TABLET ORAL 100MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,25480,70.0,5520,31000,True,True,11
01293,VITAMIN B1 (THIAMINE) 300 mg TABLET ORAL 300MG TABLET,است,covered,نيست,False,خير,False,خير,False,60,نيست,False,خير,False,نيست,False,47400,70.0,7600,55000,True,True,11
01295,VITAMIN B6 50 mg/1mL 2 mL INJECTION PARENTERAL INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,خير,False,نيست,False,275800,70.0,24200,300000,True,True,11
01297,VITAMIN B6 (PYRIDOXINE HCL) 40MG TAB 40MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,320,70.0,0,320,True,True,11
01209,"THEOPHYLLINE 200 mg TABLET, EXTENDED RELEASE ORAL 200MG TABLET",است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,25327,70.0,1673,27000,True,True,11
01736,URSODEOXYCHOLIC ACID 250 mg CAPSULE ORAL 250MG CAPSULE,است,covered,نيست,False,خير,False,خير,False,300,است,True,بله,True,است,True,12834,70.0,34166,47000,True,True,11
01273,URSODEOXYCHOLIC ACID 250 mg TABLET ORAL 250MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,بله,True,است,True,6500,70.0,0,6500,True,True,11
02497,URSODEOXYCHOLIC ACID 300 mg CAPSULE ORAL 300MG CAPSULE,است,covered,نيست,False,خير,False,خير,False,300,نيست,False,بله,True,است,True,64892,70.0,85108,150000,True,True,11
01275,"VALPROATE SODIUM 200 mg TABLET, DELAYED RELEASE ORAL 200MG TABLET",است,covered,نيست,False,خير,False,خير,False,400,است,True,خير,False,است,True,43785,70.0,11215,55000,True,True,11
01871,VALPROATE SODIUM SR 500MG TAB 500MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,است,True,66960,70.0,23040,90000,True,True,12
01702,"VANCOMYCIN (AS HYDROCHLORIDE) 250 mg CAPSULE, LIQUID FILLED ORAL 250MG CAPSULE",است,covered,است,True,خير,False,خير,False,50,است,True,خير,False,است,True,0,70.0,0,0,True,True,12
01276,"VANCOMYCIN (AS HYDROCHLORIDE) 500 mg INJECTION, POWDER, FOR SOLUTION PARENTERAL 500MG INJECTION",است,covered,است,True,خير,False,خير,False,30,است,True,بله,True,است,True,500768,70.0,1299232,1800000,True,True,12
01148,"SODIUM CHLORIDE 5% 50 mL INJECTION, SOLUTION INTRAVENOUS 50ML INJECTION",است,covered,نيست,False,خير,False,خير,False,10,نيست,False,خير,False,نيست,False,942201,70.0,507799,1450000,True,True,12
01110,SODIUM CHLORIDE 5% 5 g OINTMENT OPHTHALMIC OINTMENT,است,covered,نيست,False,خير,False,خير,False,3,نيست,False,خير,False,نيست,False,392020,70.0,7980,400000,True,True,12
01252,TRIAMTERENE / HYDROCHLOROTHIAZIDE 50 mg/25 mg TABLET ORAL TABLET,است,covered,نيست,False,خير,False,خير,False,200,است,True,خير,False,است,True,20100,70.0,2900,23000,True,True,12
60810,TRICHLORO ACETIC ACID BULK,است,covered,نيست,False,خير,False,خير,False,5000,نيست,False,خير,False,نيست,False,0,70.0,0,0,True,True,12
01253,TRIFLUOPERAZINE 1 mg TABLET ORAL 1MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,22170,70.0,830,23000,True,True,12
01254,TRIFLUOPERAZINE 1 mg/1mL INJECTION INTRAMUSCULAR 1MG/ML INJECTION,است,covered,نيست,False,خير,False,خير,False,10,نيست,False,خير,False,نيست,False,643160,70.0,6840,650000,True,True,12
01255,TRIFLUOPERAZINE 2 mg TABLET ORAL 2MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,23460,70.0,1540,25000,True,True,12
01256,TRIFLUOPERAZINE 5 mg TABLET ORAL 5MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,26200,70.0,3800,30000,True,True,13
01257,"TRIFLURIDINE 1% 5 mL SOLUTION, DROPS OPHTHALMIC 5ML DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,بله,True,است,True,1511555,70.0,1347445,2859000,True,True,13
01258,TRIHEXYPHENIDYL HYDROCHLORIDE 2 mg TABLET ORAL 2MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,19525,70.0,475,20000,True,True,13
01698,TRIHEXYPHENIDYL HYDROCHLORIDE 5 mg TABLET ORAL 5MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,14847,70.0,653,15500,True,True,13
01259,TRIMIPRAMINE (AS MALEATE) 100 mg TABLET ORAL 100MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,20760,70.0,48240,69000,True,True,13
01260,TRIMIPRAMINE (AS MALEATE) 25 mg TABLET ORAL 25MG TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,20500,70.0,6500,27000,True,True,13
01261,"TRIMIPRAMINE (AS MALEATE) 4% 30 mL SOLUTION, DROPS ORAL DROPS",است,covered,نيست,False,خير,False,خير,False,5,نيست,False,بله,True,نيست,False,473600,70.0,29400,503000,True,True,13
01264,TRIPLE SULFA 3.42 %/2.86 %/3.7 % 78 g CREAM VAGINAL CREAM,است,covered,نيست,False,خير,False,خير,False,5,نيست,False,خير,False,نيست,False,1567254,70.0,982746,2550000,True,True,13
01265,TRIPLE SULFA 172.5 mg/143.75 mg/184 mg TABLET VAGINAL TABLET,است,covered,نيست,False,خير,False,خير,False,200,نيست,False,خير,False,نيست,False,3600,70.0,10211,13811,True,True,13
